TAI Time at Start of Scan replicated across the swath (Time UTC+0);Geodetic Latitude (Degrees_north);Geodetic Longitude (Degrees_east);Deep Blue AOT at 0.55 micron for land with higher quality data (Quality flag=2,3) (None);Standard deviation of Deep Blue AOT at 0.55 micron for land with  all quality data (Quality flag=1,2,3) (None);Deep Blue Aerosol Confidence Flag (0= No Confidence (or fill),  1= Marginal, 2= Good, 3= Very Good) (None);Averaged topographic altitude (in km) for Land (KM)
2018-10-09T11:26:52.000000;39.495796;-8.279175;48;49;3;12
2018-10-09T11:26:52.000000;39.479614;-8.162921;58;57;3;5
2018-10-09T11:26:52.000000;39.463352;-8.047008;44;33;3;5
2018-10-09T11:26:52.000000;39.447;-7.9313245;42;32;3;23
2018-10-09T11:26:52.000000;39.430595;-7.8161564;61;43;3;27
2018-10-09T11:26:54.000000;39.487503;-8.895072;22;17;3;39
2018-10-09T11:26:54.000000;39.407368;-8.305721;42;34;3;12
2018-10-09T11:26:54.000000;39.391186;-8.189487;39;28;3;13
2018-10-09T11:26:54.000000;39.374935;-8.073668;42;32;3;18
2018-10-09T11:26:54.000000;39.358627;-7.958288;46;28;3;21
2018-10-09T11:26:54.000000;39.34225;-7.843281;48;38;3;21
2018-10-09T11:26:55.000000;39.414833;-9.041062;18;13;3;10
2018-10-09T11:26:55.000000;39.398857;-8.920742;28;23;3;22
2018-10-09T11:26:55.000000;39.31875;-8.331721;49;37;3;15
2018-10-09T11:26:55.000000;39.302578;-8.215588;37;26;3;19
2018-10-09T11:26:55.000000;39.286358;-8.099979;44;29;3;18
2018-10-09T11:26:55.000000;39.270077;-7.9847813;38;26;3;15
2018-10-09T11:26:55.000000;39.253708;-7.8698363;47;40;3;-9999
2018-10-09T11:26:57.000000;39.326336;-9.066566;20;20;3;11
2018-10-09T11:26:57.000000;39.310413;-8.946689;21;17;3;9
2018-10-09T11:26:57.000000;39.230347;-8.358084;36;23;3;11
2018-10-09T11:26:57.000000;39.214195;-8.242121;47;29;3;15
2018-10-09T11:26:57.000000;39.198006;-8.126688;54;32;3;12
2018-10-09T11:26:57.000000;39.18173;-8.011587;57;35;3;16
2018-10-09T11:26:57.000000;39.16539;-7.8968325;61;39;3;19
2018-10-09T11:26:58.000000;39.237602;-9.091545;22;17;3;9
2018-10-09T11:26:58.000000;39.221703;-8.971822;24;19;3;9
2018-10-09T11:26:58.000000;39.15782;-8.500431;35;25;3;7
2018-10-09T11:26:58.000000;39.14174;-8.384058;33;32;3;11
2018-10-09T11:26:58.000000;39.1256;-8.268212;30;28;3;15
2018-10-09T11:26:58.000000;39.10942;-8.152897;47;32;3;12
2018-10-09T11:26:58.000000;39.093163;-8.037919;49;30;3;15
2018-10-09T11:26:58.000000;39.07684;-7.9233027;76;52;3;16
2018-10-09T11:26:58.000000;39.060444;-7.8090005;124;62;3;15
2018-10-09T11:27:00.000000;39.149036;-9.116774;21;12;3;22
2018-10-09T11:27:00.000000;39.13319;-8.997473;28;27;3;9
2018-10-09T11:27:00.000000;39.117283;-8.878715;28;29;3;6
2018-10-09T11:27:00.000000;39.101364;-8.760767;22;14;3;0
2018-10-09T11:27:00.000000;39.085373;-8.643312;24;31;3;3
2018-10-09T11:27:00.000000;39.06935;-8.5265;31;24;3;7
2018-10-09T11:27:00.000000;39.05328;-8.4102335;29;23;3;13
2018-10-09T11:27:00.000000;39.037178;-8.294635;36;27;3;10
2018-10-09T11:27:00.000000;39.021008;-8.179415;35;28;3;12
2018-10-09T11:27:00.000000;39.00478;-8.064628;60;36;3;12
2018-10-09T11:27:00.000000;38.988476;-7.950158;75;46;3;16
2018-10-09T11:27:00.000000;38.97209;-7.835972;95;52;3;22
2018-10-09T11:27:01.000000;39.060326;-9.141807;27;23;3;15
2018-10-09T11:27:01.000000;38.99671;-8.6688175;19;12;3;4
2018-10-09T11:27:01.000000;38.98071;-8.552185;32;29;3;6
2018-10-09T11:27:01.000000;38.964676;-8.436211;35;45;3;4
2018-10-09T11:27:01.000000;38.948574;-8.320641;42;27;3;10
2018-10-09T11:27:01.000000;38.932423;-8.20557;42;40;3;13
2018-10-09T11:27:01.000000;38.916214;-8.090924;50;45;3;14
2018-10-09T11:27:01.000000;38.899925;-7.9766116;97;70;3;15
2018-10-09T11:27:01.000000;38.883564;-7.862567;78;51;3;19
2018-10-09T11:27:03.000000;38.987602;-9.28739;25;26;3;11
2018-10-09T11:27:03.000000;38.90822;-8.694788;21;13;3;5
2018-10-09T11:27:03.000000;38.892235;-8.5783;26;19;3;7
2018-10-09T11:27:03.000000;38.876213;-8.462412;26;22;3;7
2018-10-09T11:27:03.000000;38.86013;-8.3469715;38;23;3;11
2018-10-09T11:27:03.000000;38.843994;-8.232016;65;57;3;13
2018-10-09T11:27:03.000000;38.827793;-8.117437;60;47;3;18
2018-10-09T11:27:03.000000;38.811523;-8.003236;108;75;3;20
2018-10-09T11:27:03.000000;38.795174;-7.8893127;113;66;3;25
2018-10-09T11:27:04.000000;38.898827;-9.311912;23;23;3;15
2018-10-09T11:27:04.000000;38.81953;-8.720106;22;16;3;4
2018-10-09T11:27:04.000000;38.803566;-8.6037855;26;20;3;5
2018-10-09T11:27:04.000000;38.78756;-8.488022;23;19;3;7
2018-10-09T11:27:04.000000;38.7715;-8.372766;61;51;3;9
2018-10-09T11:27:04.000000;38.75538;-8.257923;68;47;3;16
2018-10-09T11:27:04.000000;38.73919;-8.14348;81;35;3;25
2018-10-09T11:27:04.000000;38.72294;-8.029419;105;54;3;31
2018-10-09T11:27:04.000000;38.706627;-7.9157314;134;46;3;26
2018-10-09T11:27:04.000000;38.69022;-7.8022103;147;79;3;31
2018-10-09T11:27:06.000000;38.731026;-8.745942;19;7;3;5
2018-10-09T11:27:06.000000;38.71508;-8.62974;34;46;3;8
2018-10-09T11:27:06.000000;38.69909;-8.514134;30;30;3;10
2018-10-09T11:27:06.000000;38.683056;-8.3990555;81;61;3;11
2018-10-09T11:27:06.000000;38.666958;-8.284396;82;47;3;16
2018-10-09T11:27:06.000000;38.650795;-8.170115;105;65;3;23
2018-10-09T11:27:06.000000;38.63456;-8.056187;100;48;3;31
2018-10-09T11:27:06.000000;38.618267;-7.94262;141;73;3;28
2018-10-09T11:27:06.000000;38.601887;-7.8292685;160;80;3;25
2018-10-09T11:27:07.000000;38.642357;-8.771286;18;6;3;3
2018-10-09T11:27:07.000000;38.626423;-8.655226;26;24;3;5
2018-10-09T11:27:07.000000;38.61045;-8.539733;26;21;3;8
2018-10-09T11:27:07.000000;38.59442;-8.42474;55;41;3;12
2018-10-09T11:27:07.000000;38.57833;-8.31016;65;37;3;21
2018-10-09T11:27:07.000000;38.562183;-8.196008;75;46;3;29
2018-10-09T11:27:07.000000;38.54598;-8.082272;73;41;3;30
2018-10-09T11:27:07.000000;38.529705;-7.9688606;117;57;3;23
2018-10-09T11:27:07.000000;38.513336;-7.855623;201;53;3;23
2018-10-09T11:27:09.000000;38.522003;-8.565853;31;18;3;6
2018-10-09T11:27:09.000000;38.505997;-8.450985;69;49;3;10
2018-10-09T11:27:09.000000;38.489933;-8.336575;52;39;3;14
2018-10-09T11:27:09.000000;38.473804;-8.222581;84;39;3;18
2018-10-09T11:27:09.000000;38.457623;-8.108983;97;41;3;17
2018-10-09T11:27:09.000000;38.441357;-7.9956303;111;47;3;22
2018-10-09T11:27:09.000000;38.425007;-7.88253;128;62;3;25
2018-10-09T11:27:10.000000;38.433365;-8.591412;36;33;3;6
2018-10-09T11:27:10.000000;38.417377;-8.476724;98;61;3;7
2018-10-09T11:27:10.000000;38.401333;-8.362473;87;53;3;8
2018-10-09T11:27:10.000000;38.385216;-8.248575;85;70;3;14
2018-10-09T11:27:10.000000;38.36904;-8.135047;113;44;3;19
2018-10-09T11:27:10.000000;38.35279;-8.021836;135;55;3;19
2018-10-09T11:27:10.000000;38.336456;-7.908845;125;58;3;22
2018-10-09T11:27:10.000000;38.320038;-7.7960424;81;51;3;22
2018-10-09T11:27:12.000000;38.328934;-8.502812;59;50;3;5
2018-10-09T11:27:12.000000;38.3129;-8.388701;70;27;3;8
2018-10-09T11:27:12.000000;38.29682;-8.275032;124;59;3;6
2018-10-09T11:27:12.000000;38.280655;-8.161622;116;53;3;12
2018-10-09T11:27:12.000000;38.26442;-8.04853;121;60;3;16
2018-10-09T11:27:12.000000;38.2481;-7.935664;101;70;3;21
2018-10-09T11:27:12.000000;38.231697;-7.822984;110;68;3;28
2018-10-09T11:27:13.000000;38.25621;-8.642799;54;45;3;7
2018-10-09T11:27:13.000000;38.240265;-8.528431;39;36;3;6
2018-10-09T11:27:13.000000;38.22425;-8.414427;64;49;3;10
2018-10-09T11:27:13.000000;38.20819;-8.300902;62;31;3;6
2018-10-09T11:27:13.000000;38.19206;-8.187669;85;64;3;6
2018-10-09T11:27:13.000000;38.17584;-8.074688;89;57;3;11
2018-10-09T11:27:13.000000;38.159542;-7.961942;146;69;3;16
2018-10-09T11:27:13.000000;38.143158;-7.849402;97;69;3;15
2018-10-09T11:27:15.000000;38.167686;-8.668388;31;20;3;19
2018-10-09T11:27:15.000000;38.151775;-8.554247;55;52;3;11
2018-10-09T11:27:15.000000;38.135796;-8.440487;49;35;3;7
2018-10-09T11:27:15.000000;38.11975;-8.3270645;42;36;3;6
2018-10-09T11:27:15.000000;38.10363;-8.213963;75;48;3;7
2018-10-09T11:27:15.000000;38.087433;-8.101123;165;71;3;12
2018-10-09T11:27:15.000000;38.07115;-7.9885387;108;72;3;16
2018-10-09T11:27:15.000000;38.05479;-7.876142;150;91;3;19
2018-10-09T11:27:16.000000;38.079025;-8.693808;23;16;3;16
2018-10-09T11:27:16.000000;38.063103;-8.579658;29;19;3;20
2018-10-09T11:27:16.000000;38.047157;-8.466133;55;32;3;10
2018-10-09T11:27:16.000000;38.031136;-8.352885;50;56;3;-9999
2018-10-09T11:27:16.000000;38.015038;-8.239927;109;80;3;8
2018-10-09T11:27:16.000000;37.99885;-8.127217;102;69;3;15
2018-10-09T11:27:16.000000;37.982597;-8.014781;109;86;3;15
2018-10-09T11:27:16.000000;37.966248;-7.902507;133;118;3;19
2018-10-09T11:27:16.000000;37.94981;-7.7903695;175;103;3;20
2018-10-09T11:27:18.000000;37.974648;-8.605639;22;19;3;12
2018-10-09T11:27:18.000000;37.9587;-8.492118;50;27;3;10
2018-10-09T11:27:18.000000;37.94269;-8.379007;56;54;3;5
2018-10-09T11:27:18.000000;37.926605;-8.266155;107;82;3;8
2018-10-09T11:27:18.000000;37.910442;-8.153597;157;86;3;11
2018-10-09T11:27:18.000000;37.894203;-8.041274;149;79;3;14
2018-10-09T11:27:18.000000;37.877876;-7.9291415;144;84;3;15
2018-10-09T11:27:18.000000;37.86145;-7.817133;124;45;3;13
2018-10-09T11:27:19.000000;37.885944;-8.630989;23;19;3;-9999
2018-10-09T11:27:19.000000;37.87002;-8.517639;62;45;3;9
2018-10-09T11:27:19.000000;37.85403;-8.404625;70;63;3;-9999
2018-10-09T11:27:19.000000;37.837963;-8.291906;134;63;3;13
2018-10-09T11:27:19.000000;37.821815;-8.179465;113;63;3;21
2018-10-09T11:27:19.000000;37.805603;-8.067317;149;76;3;19
2018-10-09T11:27:21.000000;37.797474;-8.656803;17;12;3;-9999
2018-10-08T10:43:54.000000;39.490723;-8.523992;33;20;3;7
2018-10-08T10:43:54.000000;39.471466;-8.094758;31;16;3;7
2018-10-08T10:43:55.000000;39.40181;-8.535733;39;20;3;3
2018-10-08T10:43:55.000000;39.38237;-8.104469;29;11;3;16
2018-10-08T10:43:57.000000;39.313477;-8.54933;31;17;3;1
2018-10-08T10:43:57.000000;39.29393;-8.117539;29;12;3;19
2018-10-08T10:43:58.000000;39.224663;-8.559538;31;16;3;5
2018-10-08T10:43:58.000000;39.20514;-8.130086;30;14;3;15
2018-10-08T10:44:00.000000;39.155167;-9.025531;24;16;3;14
2018-10-08T10:44:00.000000;39.136192;-8.571898;21;12;3;8
2018-10-08T10:44:00.000000;39.11666;-8.14416;31;14;3;12
2018-10-08T10:44:01.000000;39.066414;-9.036333;31;19;3;12
2018-10-08T10:44:01.000000;39.047363;-8.583105;25;12;3;7
2018-10-08T10:44:01.000000;39.027775;-8.155951;37;15;3;11
2018-10-08T10:44:03.000000;38.97799;-9.048372;28;23;3;14
2018-10-08T10:44:03.000000;38.95891;-8.596718;23;13;3;5
2018-10-08T10:44:03.000000;38.939247;-8.169521;36;16;3;11
2018-10-08T10:44:04.000000;38.889328;-9.060088;29;21;3;9
2018-10-08T10:44:04.000000;38.87011;-8.607355;20;10;3;7
2018-10-08T10:44:04.000000;38.850388;-8.180911;37;19;3;13
2018-10-08T10:44:06.000000;38.800922;-9.07432;31;27;3;1
2018-10-08T10:44:06.000000;38.78158;-8.62063;14;10;3;6
2018-10-08T10:44:06.000000;38.76172;-8.192947;35;15;3;20
2018-10-08T10:44:06.000000;38.741623;-7.791299;49;16;3;30
2018-10-08T10:44:07.000000;38.69283;-8.631127;20;15;3;8
2018-10-08T10:44:07.000000;38.67291;-8.204176;40;17;3;22
2018-10-08T10:44:07.000000;38.65282;-7.804241;59;21;3;26
2018-10-08T10:44:09.000000;38.604458;-8.645006;24;15;3;4
2018-10-08T10:44:09.000000;38.584373;-8.216522;34;15;3;28
2018-10-08T10:44:09.000000;38.56432;-7.8187385;61;32;3;24
2018-10-08T10:44:10.000000;38.515594;-8.6557865;31;20;3;6
2018-10-08T10:44:10.000000;38.495586;-8.230478;35;17;3;17
2018-10-08T10:44:10.000000;38.475403;-7.8315673;54;25;3;21
2018-10-08T10:44:12.000000;38.407173;-8.244546;34;15;3;15
2018-10-08T10:44:12.000000;38.386833;-7.8442736;38;21;3;27
2018-10-08T10:44:13.000000;38.318333;-8.2578945;40;15;3;7
2018-10-08T10:44:13.000000;38.297943;-7.857918;31;20;3;21
2018-10-08T10:44:15.000000;38.229954;-8.271431;37;15;3;7
2018-10-08T10:44:15.000000;38.209496;-7.871786;39;21;3;22
2018-10-08T10:44:16.000000;38.14098;-8.283406;37;18;3;7
2018-10-08T10:44:16.000000;38.12054;-7.885459;51;23;3;16
2018-10-08T10:44:18.000000;38.052437;-8.297141;36;21;3;6
2018-10-08T10:44:18.000000;38.031883;-7.8984523;65;40;3;21
2018-10-08T10:44:19.000000;37.963615;-8.309032;42;22;3;6
2018-10-08T10:44:19.000000;37.94303;-7.9112678;58;37;3;19
2018-10-08T10:44:20.000000;37.875088;-8.322164;43;21;3;9
2018-10-08T10:44:20.000000;37.854527;-7.9262953;49;23;3;14
2018-10-01T10:37:48.000000;39.517143;-8.462804;60;18;3;8
2018-10-01T10:37:48.000000;39.499943;-7.935291;54;15;3;17
2018-10-01T10:37:50.000000;39.4289;-8.475806;65;17;3;2
2018-10-01T10:37:50.000000;39.411507;-7.945753;54;15;3;24
2018-10-01T10:37:51.000000;39.340332;-8.483961;75;15;3;5
2018-10-01T10:37:51.000000;39.322914;-7.9567466;57;15;3;18
2018-10-01T10:37:53.000000;39.252144;-8.494199;78;15;3;10
2018-10-01T10:37:53.000000;39.234684;-7.969184;66;23;3;17
2018-10-01T10:37:54.000000;39.163605;-8.503629;77;14;3;8
2018-10-01T10:37:54.000000;39.146027;-7.9786115;88;27;3;18
2018-10-01T10:37:56.000000;39.075317;-8.515111;77;18;3;8
2018-10-01T10:37:56.000000;39.05766;-7.9909954;102;22;3;16
2018-10-01T10:37:57.000000;38.986813;-8.524355;94;18;3;6
2018-10-01T10:37:57.000000;38.969093;-8.001894;115;22;3;11
2018-10-01T10:37:59.000000;38.898857;-8.5363245;94;14;3;5
2018-10-01T10:37:59.000000;38.880997;-8.013184;117;21;3;15
2018-10-01T10:38:00.000000;38.809982;-8.544901;99;13;3;7
2018-10-01T10:38:00.000000;38.791992;-8.021299;130;22;3;22
2018-10-01T10:38:02.000000;38.72184;-8.556099;98;22;3;8
2018-10-01T10:38:02.000000;38.703697;-8.0316;141;24;3;30
2018-10-01T10:38:03.000000;38.633423;-8.56474;108;30;3;8
2018-10-01T10:38:03.000000;38.615158;-8.040444;154;28;3;33
2018-10-01T10:38:04.000000;38.545105;-8.576605;117;28;3;8
2018-10-01T10:38:04.000000;38.52681;-8.054472;150;27;3;25
2018-10-01T10:38:06.000000;38.456547;-8.586719;126;22;3;4
2018-10-01T10:38:06.000000;38.438198;-8.066015;150;21;3;18
2018-10-01T10:38:07.000000;38.36841;-8.598455;116;26;3;4
2018-10-01T10:38:07.000000;38.34997;-8.078497;149;26;3;17
2018-10-01T10:38:09.000000;38.279854;-8.606209;114;25;3;8
2018-10-01T10:38:09.000000;38.26139;-8.088968;153;21;3;14
2018-10-01T10:38:10.000000;38.19154;-8.616497;117;21;3;14
2018-10-01T10:38:10.000000;38.173073;-8.102177;152;23;3;10
2018-10-01T10:38:12.000000;38.10281;-8.623689;119;25;3;23
2018-10-01T10:38:12.000000;38.084312;-8.111742;162;23;3;12
2018-10-01T10:38:13.000000;38.014908;-8.636901;120;26;3;18
2018-10-01T10:38:13.000000;37.996235;-8.123583;169;27;3;14
2018-10-01T10:38:15.000000;37.926266;-8.64678;139;26;3;14
2018-10-01T10:38:15.000000;37.907494;-8.133668;189;26;3;13
2018-10-01T10:38:16.000000;37.837814;-8.658692;139;24;3;13
2018-10-01T10:38:16.000000;37.81889;-8.144378;190;20;3;19
2018-10-07T11:39:06.000000;39.54915;-7.9131994;86;26;3;24
2018-10-07T11:39:08.000000;39.502968;-8.191475;62;43;3;12
2018-10-07T11:39:08.000000;39.48233;-8.06798;47;35;3;8
2018-10-07T11:39:08.000000;39.46147;-7.9440994;39;31;3;24
2018-10-07T11:39:08.000000;39.440224;-7.818682;51;36;3;27
2018-10-07T11:39:09.000000;39.532665;-8.942501;20;13;3;11
2018-10-07T11:39:09.000000;39.5138;-8.825042;18;11;3;48
2018-10-07T11:39:09.000000;39.494514;-8.70556;34;44;3;24
2018-10-07T11:39:09.000000;39.415;-8.221582;29;26;3;15
2018-10-07T11:39:09.000000;39.394417;-8.098389;27;22;3;16
2018-10-07T11:39:09.000000;39.37355;-7.9743905;30;22;3;24
2018-10-07T11:39:09.000000;39.352283;-7.8488293;34;26;3;21
2018-10-07T11:39:11.000000;39.44471;-8.972377;21;15;3;19
2018-10-07T11:39:11.000000;39.425735;-8.854065;46;36;3;13
2018-10-07T11:39:11.000000;39.406532;-8.735186;39;46;3;11
2018-10-07T11:39:11.000000;39.327175;-8.252174;31;26;3;18
2018-10-07T11:39:11.000000;39.306614;-8.129102;43;27;3;19
2018-10-07T11:39:11.000000;39.2857;-8.004786;48;40;3;14
2018-10-07T11:39:11.000000;39.264538;-7.87985;42;30;3;23
2018-10-07T11:39:12.000000;39.375267;-9.118691;24;27;3;11
2018-10-07T11:39:12.000000;39.356575;-9.001387;21;22;3;16
2018-10-07T11:39:12.000000;39.337627;-8.8832245;23;17;3;9
2018-10-07T11:39:12.000000;39.31847;-8.764607;57;38;3;12
2018-10-07T11:39:12.000000;39.299026;-8.644969;66;55;3;3
2018-10-07T11:39:12.000000;39.27935;-8.5247555;24;24;3;3
2018-10-07T11:39:12.000000;39.259457;-8.404057;36;27;3;15
2018-10-07T11:39:12.000000;39.239227;-8.282118;32;21;3;16
2018-10-07T11:39:12.000000;39.218697;-8.159182;43;25;3;16
2018-10-07T11:39:12.000000;39.197823;-8.035051;44;27;3;13
2018-10-07T11:39:12.000000;39.176674;-7.9101415;45;27;3;19
2018-10-07T11:39:14.000000;39.287247;-9.14792;26;32;3;4
2018-10-07T11:39:14.000000;39.268585;-9.030773;18;15;3;11
2018-10-07T11:39:14.000000;39.249664;-8.9127865;24;17;3;6
2018-10-07T11:39:14.000000;39.230522;-8.794209;26;18;3;5
2018-10-07T11:39:14.000000;39.21112;-8.674818;36;44;3;1
2018-10-07T11:39:14.000000;39.1915;-8.554958;24;18;3;8
2018-10-07T11:39:14.000000;39.17159;-8.434103;40;25;3;10
2018-10-07T11:39:14.000000;39.15141;-8.312449;25;23;3;15
2018-10-07T11:39:14.000000;39.130913;-8.189703;41;28;3;17
2018-10-07T11:39:14.000000;39.110077;-8.0657425;43;24;3;14
2018-10-07T11:39:14.000000;39.08894;-7.940886;54;40;3;18
2018-10-07T11:39:14.000000;39.067417;-7.8145905;103;51;3;15
2018-10-07T11:39:15.000000;39.19905;-9.176736;17;7;3;11
2018-10-07T11:39:15.000000;39.18052;-9.060466;19;12;3;51
2018-10-07T11:39:15.000000;39.161507;-8.941757;20;14;3;5
2018-10-07T11:39:15.000000;39.142395;-8.823336;34;30;3;4
2018-10-07T11:39:15.000000;39.123024;-8.704134;22;23;3;0
2018-10-07T11:39:15.000000;39.103424;-8.5843525;23;21;3;4
2018-10-07T11:39:15.000000;39.08357;-8.463792;28;19;3;11
2018-10-07T11:39:15.000000;39.063393;-8.342113;23;16;3;10
2018-10-07T11:39:15.000000;39.042892;-8.21932;28;22;3;6
2018-10-07T11:39:15.000000;39.02213;-8.095795;31;18;3;12
2018-10-07T11:39:15.000000;39.001015;-7.9709997;57;36;3;13
2018-10-07T11:39:15.000000;38.97959;-7.8452816;71;40;3;22
2018-10-07T11:39:16.000000;39.11106;-9.206036;21;18;3;12
2018-10-07T11:39:16.000000;39.035126;-8.73392;29;33;2;0
2018-10-07T11:39:16.000000;39.015564;-8.614359;23;17;3;8
2018-10-07T11:39:16.000000;38.9957;-8.493719;41;37;3;7
2018-10-07T11:39:16.000000;38.975555;-8.372173;31;23;3;7
2018-10-07T11:39:16.000000;38.95513;-8.24983;39;28;3;11
2018-10-07T11:39:16.000000;38.93438;-8.126318;41;41;3;13
2018-10-07T11:39:16.000000;38.9133;-8.001698;77;55;3;14
2018-10-07T11:39:16.000000;38.891888;-7.875993;64;43;3;19
2018-10-07T11:39:18.000000;39.02287;-9.234897;31;30;3;16
2018-10-07T11:39:18.000000;38.94702;-8.763269;25;22;3;1
2018-10-07T11:39:18.000000;38.927464;-8.643681;18;14;3;4
2018-10-07T11:39:18.000000;38.90763;-8.523209;27;20;3;4
2018-10-07T11:39:18.000000;38.887535;-8.401955;30;27;3;9
2018-10-07T11:39:18.000000;38.86711;-8.279565;28;17;3;9
2018-10-07T11:39:18.000000;38.846413;-8.156345;57;47;3;15
2018-10-07T11:39:18.000000;38.82536;-8.031889;78;62;3;17
2018-10-07T11:39:18.000000;38.80399;-7.906384;70;51;3;23
2018-10-07T11:39:19.000000;38.934875;-9.264163;25;24;3;25
2018-10-07T11:39:19.000000;38.859123;-8.792974;21;17;3;2
2018-10-07T11:39:19.000000;38.839596;-8.673548;24;16;3;4
2018-10-07T11:39:19.000000;38.81981;-8.553336;25;18;3;8
2018-10-07T11:39:19.000000;38.799732;-8.432196;32;24;3;11
2018-10-07T11:39:19.000000;38.77935;-8.310016;60;48;3;12
2018-10-07T11:39:19.000000;38.7587;-8.187056;63;30;3;21
2018-10-07T11:39:19.000000;38.73771;-8.062923;72;36;3;27
2018-10-07T11:39:19.000000;38.716324;-7.937262;106;41;3;25
2018-10-07T11:39:19.000000;38.69462;-7.8106103;101;62;3;30
2018-10-07T11:39:21.000000;38.84663;-9.292553;25;29;3;19
2018-10-07T11:39:21.000000;38.751514;-8.702868;21;22;3;6
2018-10-07T11:39:21.000000;38.73175;-8.582782;22;18;3;9
2018-10-07T11:39:21.000000;38.711697;-8.461735;30;32;3;10
2018-10-07T11:39:21.000000;38.691353;-8.339733;67;51;3;12
2018-10-07T11:39:21.000000;38.670734;-8.216954;83;50;3;22
2018-10-07T11:39:21.000000;38.64975;-8.092829;66;40;3;26
2018-10-07T11:39:21.000000;38.628456;-7.967681;89;49;3;33
2018-10-07T11:39:21.000000;38.60668;-7.840577;117;66;3;24
2018-10-07T11:39:22.000000;38.663605;-8.732456;21;14;3;4
2018-10-07T11:39:22.000000;38.643875;-8.612546;28;40;3;7
2018-10-07T11:39:22.000000;38.62385;-8.491643;50;41;3;9
2018-10-07T11:39:22.000000;38.60357;-8.370002;38;23;3;17
2018-10-07T11:39:22.000000;38.582985;-8.247394;58;33;3;26
2018-10-07T11:39:22.000000;38.56207;-8.123627;47;32;3;34
2018-10-07T11:39:22.000000;38.54069;-7.997917;74;44;3;23
2018-10-07T11:39:22.000000;38.519012;-7.871345;135;51;3;23
2018-10-07T11:39:24.000000;38.535797;-8.521048;30;30;3;6
2018-10-07T11:39:24.000000;38.515526;-8.399414;40;37;3;11
2018-10-07T11:39:24.000000;38.494934;-8.276714;46;29;3;16
2018-10-07T11:39:24.000000;38.474003;-8.152828;63;32;3;18
2018-10-07T11:39:24.000000;38.45272;-8.02769;61;37;3;19
2018-10-07T11:39:24.000000;38.431103;-7.901427;80;50;3;23
2018-10-07T11:39:25.000000;38.427643;-8.429113;81;54;3;4
2018-10-07T11:39:25.000000;38.40707;-8.306473;66;54;3;6
2018-10-07T11:39:25.000000;38.386242;-8.183161;41;33;3;20
2018-10-07T11:39:25.000000;38.36497;-8.058032;77;33;3;17
2018-10-07T11:39:25.000000;38.343395;-7.9319844;70;44;3;22
2018-10-07T11:39:25.000000;38.321396;-7.8043303;55;40;3;22
2018-10-07T11:39:27.000000;38.339703;-8.458883;37;32;3;9
2018-10-07T11:39:27.000000;38.319138;-8.336226;44;34;3;7
2018-10-07T11:39:27.000000;38.29828;-8.212692;64;46;3;11
2018-10-07T11:39:27.000000;38.277077;-8.087948;65;40;3;14
2018-10-07T11:39:27.000000;38.255505;-7.961879;43;38;3;16
2018-10-07T11:39:27.000000;38.233627;-7.8349266;58;44;3;29
2018-10-07T11:39:28.000000;38.251827;-8.488582;30;24;3;6
2018-10-07T11:39:28.000000;38.23132;-8.366278;42;46;3;9
2018-10-07T11:39:28.000000;38.21045;-8.242622;40;39;3;6
2018-10-07T11:39:28.000000;38.189274;-8.118;45;47;3;9
2018-10-07T11:39:28.000000;38.167747;-7.992175;70;48;3;14
2018-10-07T11:39:28.000000;38.14583;-7.8648734;71;54;3;15
2018-10-07T11:39:30.000000;38.18405;-8.63971;21;14;3;23
2018-10-07T11:39:30.000000;38.16379;-8.518009;48;45;3;8
2018-10-07T11:39:30.000000;38.143288;-8.395668;43;41;3;5
2018-10-07T11:39:30.000000;38.12248;-8.272357;29;26;3;7
2018-10-07T11:39:30.000000;38.101326;-8.147854;67;59;3;9
2018-10-07T11:39:30.000000;38.07984;-8.022226;76;55;3;15
2018-10-07T11:39:30.000000;38.057964;-7.8951464;78;74;3;18
2018-10-07T11:39:31.000000;38.09615;-8.669231;18;10;3;21
2018-10-07T11:39:31.000000;38.075996;-8.548156;28;17;3;20
2018-10-07T11:39:31.000000;38.05546;-8.4255905;50;30;3;8
2018-10-07T11:39:31.000000;38.034668;-8.302303;56;66;3;-9999
2018-10-07T11:39:31.000000;38.01355;-8.177975;83;58;3;10
2018-10-07T11:39:31.000000;37.99211;-8.052557;80;61;3;17
2018-10-07T11:39:31.000000;37.970253;-7.9255505;70;77;3;18
2018-10-07T11:39:31.000000;37.948006;-7.797144;106;74;3;20
2018-10-07T11:39:33.000000;37.987896;-8.577103;21;15;3;12
2018-10-07T11:39:33.000000;37.967445;-8.455008;32;27;3;9
2018-10-07T11:39:33.000000;37.94667;-8.331811;43;40;3;7
2018-10-07T11:39:33.000000;37.925575;-8.207579;99;74;3;8
